population,calibration,comparison,difference,relative_reduction,block_days,low95,high95,family4_low,family4_high,primary
rolling1,raw,E_minus_A_G_onset,0.00041526236110909885,-0.027867614516957694,1,-0.0016562553194074854,0.0031917835856760616,,,False
rolling1,raw,F_minus_A_G_onset,0.000682640237190415,-0.04581093006594241,3,-0.0005527057498686712,0.002138457221614839,,,False
rolling1,raw,F_minus_A_G_onset,0.000682640237190415,-0.04581093006594241,1,-0.0012245364394906678,0.0032606136607170096,,,False
rolling1,raw,E_internal_minus_A_G_onset,-0.0007949882849954263,0.053350433717563366,3,-0.0018674419245303577,0.0006473925395436893,,,False
rolling1,raw,E_internal_minus_A_G_onset,-0.0007949882849954263,0.053350433717563366,1,-0.002688673482979461,0.0017284221187910693,,,False
rolling1,raw,C_minus_B_all_time,-0.003261451460339818,0.1447062924762163,3,-0.0032614514603398204,-0.002585383742143118,,,False
rolling1,raw,C_minus_B_all_time,-0.003261451460339818,0.1447062924762163,1,-0.004037322389076843,-0.002020603905484624,,,False
rolling1,raw,D_minus_C_all_time,0.00017604286463763355,-0.009132289012297914,3,0.0001490973286356924,0.00024482122826356006,,,False
rolling1,raw,D_minus_C_all_time,0.00017604286463763355,-0.009132289012297914,1,3.857727429625382e-05,0.00031476499602418537,,,False
rolling1,raw,E_minus_D_all_time,0.003358344016716695,-0.1726387566488866,3,0.0031611630930011847,0.0033583440167166898,,,False
rolling1,raw,E_minus_D_all_time,0.003358344016716695,-0.1726387566488866,1,0.002964047000594945,0.0036658212166955882,,,False
